64 64 15.265625 15.75
   0    0 2.1472270E+00 -1.7057108E+01 2.5456458E-01 7.1715415E-03
   0    1 3.4462290E+00 -1.7620647E+01 2.2701974E-01 1.3372543E+00
   0    2 2.2983274E+00 -1.9734489E+01 3.3134452E-01 2.5214663E+00
   0    3 2.2452781E+00 -2.2489540E+01 3.8125798E-01 2.7888176E+00
   0    4 2.5485618E+00 -2.5487093E+01 5.4649121E-01 3.0080466E+00
   0    5 2.9399943E+00 -2.8719501E+01 6.6812205E-01 3.2978544E+00
   0    6 2.1021619E+00 -3.2273525E+01 5.0698155E-01 3.4995072E+00
   0    7 1.3305292E+00 -3.5695415E+01 3.4494120E-01 3.0529718E+00
   0    8 1.3728621E+00 -3.8554237E+01 2.4237671E-01 2.5272195E+00
   0    9 1.1072898E+00 -4.0966125E+01 1.7143831E-01 2.1351345E+00
   0   10 8.6838448E-01 -4.2876450E+01 1.3123366E-01 1.5422764E+00
   0   11 1.1123313E+00 -4.4206188E+01 4.8152387E-02 1.0954425E+00
   0   12 1.0511818E+00 -4.5207279E+01 1.1402071E-02 8.4405303E-01
   0   13 9.7605079E-01 -4.5934929E+01 1.0302663E-03 5.6672192E-01
   0   14 8.6893284E-01 -4.6365402E+01 2.4662018E-03 2.5658584E-01
   0   15 9.8891866E-01 -4.6484200E+01 -4.7646284E-02 1.1710882E-02
   0   16 9.4610023E-01 -4.6462589E+01 -9.0124905E-02 -4.7418967E-02
   0   17 7.4346524E-01 -4.6337780E+01 -6.9585085E-02 -2.2459769E-01
   0   18 9.1710335E-01 -4.5993656E+01 -5.9628844E-02 -4.0968770E-01
   0   19 1.0731894E+00 -4.5592663E+01 -5.7994276E-02 -3.3266753E-01
   0   20 7.5795639E-01 -4.5281670E+01 3.7726328E-02 -3.2481828E-01
   0   21 7.5069410E-01 -4.4827328E+01 -5.5493712E-03 -5.5378151E-01
   0   22 1.2060558E+00 -4.4266716E+01 -3.5359710E-02 -4.4845372E-01
   0   23 8.3146977E-01 -4.3958290E+01 -9.0715349E-02 -1.9839418E-01
   0   24 7.7700549E-01 -4.3746841E+01 -1.5828562E-01 -2.0095813E-01
   0   25 8.9219183E-01 -4.3684242E+01 -2.0342946E-01 1.2586570E-01
   0   26 2.4270365E-01 -4.3918037E+01 -2.8662896E-01 2.4520189E-01
   0   27 4.1130722E-01 -4.4165257E+01 -3.9193547E-01 2.9547077E-01
   0   28 2.6991656E-01 -4.4628654E+01 -4.8119032E-01 6.0618126E-01
   0   29 1.6538711E-01 -4.5412365E+01 -6.1287141E-01 9.3537056E-01
   0   30 0.0000000E+00 -4.6611603E+01 -7.2602785E-01 1.3976588E+00
   0   31 0.0000000E+00 -4.8312607E+01 -9.3231356E-01 1.9228693E+00
   0   32 1.2781031E-01 -5.0625420E+01 -1.0173335E+00 2.5730603E+00
   0   33 7.2117770E-01 -5.3705482E+01 -7.7676767E-01 3.4885030E+00
   0   34 8.5363090E-01 -5.7998039E+01 -6.4426517E-01 4.8388586E+00
   0   35 3.0729496E-01 -6.3495647E+01 -5.3749794E-01 5.6829243E+00
   0   36 7.5752035E-02 -6.9545517E+01 -5.7750571E-01 6.0129423E+00
   0   37 1.6214412E-02 -7.5867538E+01 -5.9808892E-01 6.2235665E+00
   0   38 1.8515146E-01 -8.2361458E+01 -4.6981758E-01 6.3592262E+00
   0   39 8.2096227E-02 -8.8951195E+01 -4.1833517E-01 6.3758254E+00
   0   40 0.0000000E+00 -9.5436646E+01 -4.0711635E-01 6.1745973E+00
   0   41 0.0000000E+00 -1.0167777E+02 -4.0928543E-01 5.9156275E+00
   0   42 0.0000000E+00 -1.0761159E+02 -3.3439684E-01 5.5746064E+00
   0   43 9.9049635E-02 -1.1317495E+02 -2.6806203E-01 5.2101641E+00
   0   44 2.2690494E-01 -1.1836159E+02 -2.1617770E-01 4.8475838E+00
   0   45 1.8576612E-01 -1.2317615E+02 -1.7150576E-01 4.4631906E+00
   0   46 3.5803717E-02 -1.2747478E+02 -1.1023116E-01 3.8221843E+00
   0   47 3.6201909E-01 -1.3103207E+02 1.1351854E-02 3.0911784E+00
   0   48 1.0089376E+00 -1.3393668E+02 1.4526910E-01 2.6041112E+00
   0   49 1.3716048E+00 -1.3655443E+02 1.9038177E-01 2.5112185E+00
   0   50 9.6758133E-01 -1.3905418E+02 1.9752648E-01 2.2539890E+00
   0   51 9.1583860E-01 -1.4108423E+02 2.4891302E-01 1.6637840E+00
   0   52 9.6268541E-01 -1.4248189E+02 2.5386840E-01 1.0413592E+00
   0   53 9.7800231E-01 -1.4322595E+02 2.5216118E-01 3.9580768E-01
   0   54 9.4026411E-01 -1.4326140E+02 2.6079899E-01 -3.4659749E-01
   0   55 1.1317056E+00 -1.4252466E+02 2.7260751E-01 -1.0590726E+00
   0   56 1.1094166E+00 -1.4106950E+02 2.9106686E-01 -1.7853361E+00
   0   57 1.4190360E+00 -1.3886023E+02 2.7370346E-01 -2.4503338E+00
   0   58 1.4466227E+00 -1.3605354E+02 3.6716622E-01 -3.0212915E+00
   0   59 1.8668938E+00 -1.3258904E+02 4.7485334E-01 -3.6547034E+00
   0   60 2.3031955E+00 -1.2864726E+02 5.5726403E-01 -3.9368114E+00
   0   61 2.7208819E+00 -1.2458960E+02 3.9752403E-01 -3.8121829E+00
   0   62 3.3773427E+00 -1.2111024E+02 3.6166930E-01 -2.7823315E+00
   0   63 3.9383574E+00 -1.1908473E+02 3.8650620E-01 -1.0473592E+00
